Error: missing newline in C:\Users\Aleksandra\Documents\GitHub\XSET\Scripts\UC5_Itinerary\..\Parameters\depart.dat	[MsgId: MERR-13874]
Action.c(123):     \r\n
Action.c(123): t=3184145ms: Request done "http://localhost:1080/cgi-bin/welcome.pl?page=itinerary"  	[MsgId: MMSG-26000]
Action.c(123): t=3184146ms: Connected socket [2] from 127.0.0.1:11761 to 127.0.0.1:1080 in 193 ms  	[MsgId: MMSG-26000]
Action.c(123): t=3184146ms: 639-byte request headers for "http://localhost:1080/cgi-bin/itinerary.pl" (RelFrameId=1.2, Internal ID=475)
Action.c(123):     GET /cgi-bin/itinerary.pl HTTP/1.1\r\n
Action.c(123):     Referer: http://localhost:1080/cgi-bin/welcome.pl?page=itinerary\r\n
Action.c(123):     Sec-Fetch-Dest: frame\r\n
Action.c(123):     Sec-Fetch-Mode: navigate\r\n
Action.c(123):     Sec-Fetch-Site: same-origin\r\n
Action.c(123):     sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Google Chrome";v="108"\r\n
Action.c(123):     sec-ch-ua-mobile: ?0\r\n
Action.c(123):     sec-ch-ua-platform: "Windows"\r\n
Action.c(123):     Sec-Fetch-User: ?1\r\n
Action.c(123):     User-Agent: Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)\r\n
Action.c(123):     Accept-Encoding: gzip, deflate\r\n
Action.c(123):     Accept: */*\r\n
Action.c(123):     Connection: Keep-Alive\r\n
Action.c(123):     Host: localhost:1080\r\n
Action.c(123):     Cookie: MSO=SID&1675118850; MTUserInfo=firstName&Jojo&address2&&username&jojo&hash&47&last
Action.c(123):     Name&Bean%0A&address1&&creditCard&&expDate&%0A\r\n
Action.c(123):     \r\n
Action.c(123): t=3184828ms: 256-byte response headers for "http://localhost:1080/cgi-bin/itinerary.pl" (RelFrameId=1.2, Internal ID=475)
Action.c(123):     HTTP/1.1 200 OK\r\n
Action.c(123):     Date: Mon, 30 Jan 2023 22:47:41 GMT\r\n
Action.c(123):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(123):     Expires: Sun, 29 Jan 2023 22:47:41 GMT\r\n
Action.c(123):     Keep-Alive: timeout=5, max=100\r\n
Action.c(123):     Connection: Keep-Alive\r\n
Action.c(123):     Transfer-Encoding: chunked\r\n
Action.c(123):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(123):     \r\n
Action.c(123): t=3184828ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/itinerary.pl" (RelFrameId=1.2, Internal ID=475)
Action.c(123):     f84\r\n
Action.c(123): t=3184828ms: 8-byte chunked response overhead for "http://localhost:1080/cgi-bin/itinerary.pl" (RelFrameId=1.2, Internal ID=475)
Action.c(123):     \r\n
Action.c(123):     1000\r\n
Action.c(123): t=3184828ms: 8-byte chunked response overhead for "http://localhost:1080/cgi-bin/itinerary.pl" (RelFrameId=1.2, Internal ID=475)
Action.c(123):     \r\n
Action.c(123):     1000\r\n
Action.c(123): t=3184828ms: 12010-byte chunked response body for "http://localhost:1080/cgi-bin/itinerary.pl" (RelFrameId=1.2, Internal ID=475)
Action.c(123):     <!DOCTYPE html\n
Action.c(123):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(123):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(123):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(123):     <head>\n
Action.c(123):     <title>Flights List</title>\n
Action.c(123):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(123):     </head>\n
Action.c(123):     <body bgcolor="#E0E7F1">\n
Action.c(123):     <style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; font-siz
Action.c(123):     e : 22pt; color: #993333}small {font-family: tahoma; font-size : 8pt}H3 {font-family: taho
Action.c(123):     ma; font-size : 10pt; color: black}TD {font-family: tahoma; font-size : 8pt; color: black}
Action.c(123):     </style><BR/><BR/><h1><font color="#003366">&nbsp;&nbsp;<b>Itinerary</font></b></h1><block
Action.c(123):     quote><form method="post" action="itinerary.pl" enctype="application/x-www-form-urlencoded
Action.c(123):     ">\n
Action.c(123):     <center>\n
Action.c(123):     <TABLE BORDER="0" WIDTH="85%" CELLSPACING="0">\n
Action.c(123):     <TR bgcolor="#5E7884">\n
Action.c(123):       <TD colspan="4" align="center"><font color="white"><B>Jojo Bean\n
Action.c(123):      's Flight Transaction Summary</B></color></TD></TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="1" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="251444841-846265-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A First class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 1446 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 010 leaves Denver  for Frankfurt.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 100 leaves Frankfurt  for Denver.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="2" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="251454465-2092394-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A Coach class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 1130 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 270 leaves London  for Seattle.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 720 leaves Seattle  for London.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="3" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="2514770-2984-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A First class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 0 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 880 leaves Sydney  for Sydney.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 880 leaves Sydney  for Sydney.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="4" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="251447807-3769352-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A First class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 1578 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 090 leaves Denver  for Zurich.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 900 leaves Zurich  for Denver.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="5" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="251465955-4500123-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A Coach class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 1610 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 580 leaves Portland  for Sydney.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 850 leaves Sydney  for Portland.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="6" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="251466680-466212-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A First class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 758 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 600 leaves San Francisco  for Denver.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 060 leaves Denver  for San Francisco.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="7" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="2514751898-5677116-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A First class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="5%" >.<br/>.<br/>.<br/>.</TD>\n
Action.c(123):       <TD width="45%" valign=top><b>Invoice sent to:</b><br/>\n
Action.c(123):           <center>\n
Action.c(123):           <Table width="80%" cellspacing="0" > <tr> <td>\n
Action.c(123):               Jojo Bean\n
Action.c(123):     <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               <br/>\n
Action.c(123):               Total Charge: $ 2512 <BR/> (CC: x-6789)\n
Action.c(123):           </td> </tr> </table>\n
Action.c(123):           </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="3">\n
Action.c(123):       <b>Flight Details:</b><BR/>  <center>\n
Action.c(123):       01/31/2023\n
Action.c(123):      :  8am : Flight 830 leaves Sydney  for Los Angeles.<br>  01/31/2023\n
Action.c(123):      :  8am : Flight 380 leaves Los Angeles  for Sydney.<br>  </center>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD COLSPAN="4">\n
Action.c(123):       <hr/>\n
Action.c(123):       </TD>\n
Action.c(123):     </TR>\n
Action.c(123):     \n
Action.c(123):     <!-- Flight #1 -->\n
Action.c(123):     <TR bgcolor="#EFF2F7">\n
Action.c(123):       <TD width="5%" rowspan="2" align="left" valign="top">\n
Action.c(123):     <b>\n
Action.c(123):     <label><input type="checkbox" name="8" value="on" /></label></font></b>\n
Action.c(123):     <input type="hidden" name="flightID" value="2514811-6915-JB"  />\n
Action.c(123):       </TD>\n
Action.c(123):       <TD width="45%" valign="top">\n
Action.c(123):           <b>&nbsp;&nbsp;A Coach class ticket for :</b><br/>\n
Action.c(123):           <center><table border="0" width="85%"><tr><td>\n
Action.c(123):           <li><i>Jojo Bean\n
Action.c(123):           <li><i></i>\n
Action.c(123):           </td></tr></table></center>\n
